emails,category
"Hi all,  I have gone through each and every votes of yours. Edge Of Tomorrow won with 12 votes so we will be showing "" Edge Of Tomorrow "", hope you will enjoy it.  Thanks, Sushant Shrestha Documentary/Movie Club  On Wed, Dec 3, 2014 at 3:00 PM, Susant Shrestha < susant.shrestha@deerwalk.edu.np> wrote:  > Hi All, >    The deadline for polling the movie is  4th December, 2014, 5:00 pm.  > > Thanks, > Sushant Shrestha, > Documentary/Movie Club > > On Wed, Dec 3, 2014 at 2:51 PM, <susant.shrestha@deerwalk.edu.np> wrote: > >>  If you have trouble viewing or submitting this form, you can fill it out >> online: >> >> https://docs.google.com/a/deerwalk.edu.np/forms/d/18AAfIAJqnaQI2CJi1WUUVA7Pgjj6BVB8T5SgDpn5u-E/viewform?c=0&w=1&usp=mail_form_link >> >> Movie show by Documentary/Movie Club >> Hello All, >> Friday movie show is back again. This week\'s genre is >> /Mystery/Thriller/Sci-Fi. Please fill in the details and co-operate with >> the members of the Documentary / Movie Club. >> >> Thank You, >> Sushant Shrestha ( Documentary / Movie Club) >> Your deerwalk.edu.np username will be recorded when you submit this form. >>   Required >> >>     Are you attending this Friday\'s movie show?   >>     - Yes >>       - No >>      Please Vote for any one of the following movie.   >>     - Maze Runner >>       - Teenage Mutant Ninja Turtles >>       - Edge of tomorrow >>       - Dawn of the Planet of the Apes >>       Send me a copy of my responses. >>     > Terms <http://www.google.com/google-d-s/terms.html> >> >> > '",1
"'Hello All,  DWIT Sports Club is organizing Indoor Cricket. So, interested students can come and play.  Name: Ultimate Indoor Cricket Day: Sunday Start Time: 12:00 PM End Time: 2:00 PM Venue: Ultimate Indoor Cricket, Sahayoginagar, Koteshwor             The location and guide lines for ultimate indoor cricket is in the attachment. Download and keep it in your phone it may help you.             All the interested students are requested to be in the ground by 11:45 PM.  If you are still unknown about the place than please feel free to contact us. Sumit Shrestha (9818743909) Sachin Aryal (9847391719).  Also, If you are going from college than arrive college at 11:00 AM and I will lead you to the venue.    Regards, DWIT Sports Club. '",1
"'Hello all,  This is just a gentle reminder from the Music Club. We are conducting music classes  for guitar and keyboard starting from tomorrow.  The classes will start from 11 am.  The interested person can join but should have his/her own instrument to attend according classes.  Thank you, Sushant Gurung, Music club. '",1
"'Hello Asmita,  I have attached my article here. Please review it.  Thanks, Ashmita Kunwar '",1
"""Hey Di,  The article's attached here. I am sending it again.  Regards, Prakriti """,1
"""Hi Asmita Di,  I have attached my article along with this email. Hope it's nice.  Regards, Prakriti S. Tuladhar """,1
"""On Sun, Dec 7, 2014 at 7:03 PM, Asmita Subedi <asmita.subedi@deerwalk.edu.np > wrote:  > Would you please send me a picture related to the book(like the cover page > of the book or any) too?? > > > On Sun, Dec 7, 2014 at 6:22 PM, Prakriti Shree Tuladhar < > prakriti.tuladhar@deerwalk.edu.np> wrote: > >> Hi Asmita Di, >> >> I have attached my article along with this email. Hope it's nice. >> >> Regards, >> Prakriti S. Tuladhar >> > > """,1
"""New session of DeerExpress Season 9 is starting from 12th December, 2014 Friday. Submit your name and roll number if you are interested in taking part for the competition.  I've invited you to fill out the form DeerExpress Season 9: Participation form. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1881nkLfugGYJ_TJ2ArNLmGUkJ_n2IyI9DKcWmKAHoYg/viewform?c=0&w=1&usp=mail_form_link """,1
"""DeerExpress would like to bring some new faces in judge panel. Interested candidates are requested to fill the form accordingly. Judges will be selected randomly.   I've invited you to fill out the form DeerExpress Judge Participation Form. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1yqBKVtDBbLypmhxPGOn5RGZM5gigEDrui1hPHQjYvfc/viewform?c=0&w=1&usp=mail_form_link """,1
"""Hello All,  The DWIT News Team is back again with a new edition. Our sincere apologies for the delay in information about the update.There are some wonderful articles for you all. Please do visit the news site <http://dwitnews.com/> and have a delightful reading tour.  We are pretty confident that you will love going through all the articles.  Happy Reading! And don't forget to mention your thoughts.We will be delighted to hear your feedback.  Sincerely, Bimal Gaire (The DWIT News Team) """,1
"'You have been invited to the following event.  Title: DeerChautari Session 3 Venue: Small Seminar Hall When: Tue Dec 9, 2014 5pm - 6pm Katmandu Calendar: Ashim Regmi Who:        Ashim Regmi - organizer        hitesh.karki@deerwalk.edu.np        bijaya.shrestha@deerwalk.edu.np        DWIT - Deer Chautari Club        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=Z2xtY29mZjBlNzdndGVza2pjY2g1NWZnamMgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MjcjYXNoaW0ucmVnbWlAZGVlcndhbGsuZWR1Lm5wN2Y1NjNjMzQ4N2NhNDYzMjFlNDMwZWU0NGE1NmU1MTU5ZTljMWMxMQ&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'Hello All,  This is to inform all the participants of DeerCoders to be seated at  Sec-B of 2017  at  5.00 PM  sharp  tomorrow  for DeerCoders Season 3 Session 2.  All the other students are requested to cooperate with us by leaving the class at  4:50 PM .  Regards, The Software Club  --  Sushil Pokhrel Deerwalk Institute of Technology '",1
"""You have been invited to the following event.  Title: DWIT News Weekly Meeting Please gather at the DWIT Garden at 2:00 P.M sharp. We will be having   discussions on the selection of topics for this week's issue as well as   other various agendas. When: Wed Dec 10, 2014 8:15am - 9:05am GMT (no daylight saving) Where: DWIT Garden Video call: https://plus.google.com/hangouts/_/deerwalk.edu.np/dwit-news   <https://plus.google.com/hangouts/_/deerwalk.edu.np/dwit-news?hceid=YmltYWwuZ2FpcmVAZGVlcndhbGsuZWR1Lm5w.gmkj7o690pmpm32juicrh13s00> Calendar: asmita.subedi@deerwalk.edu.np Who:        Bimal Gaire - organizer        menosh.appl@deerwalk.edu.np        shrijak.shrestha@deerwalk.edu.np        pratibh.acharya@deerwalk.edu.np        ankit.pradhan@deerwalk.edu.np        asmit.ojha@deerwalk.edu.np        DWIT - News Club        kundan.rana@deerwalk.edu.np        amun.kharel@deerwalk.edu.np        navaraj.kharel@deerwalk.edu.np        ruby.shrestha@deerwalk.edu.np        ashish.lamichane@deerwalk.edu.np        aasha.poudel@deerwalk.edu.np        dipesh.poudel@deerwalk.edu.np        abhusan.gautam@deerwalk.edu.np        prakriti.tuladhar@deerwalk.edu.np        utkrista.kc@deerwalk.edu.np        asmita.bista@deerwalk.edu.np        bijaya.shrestha@deerwalk.edu.np        asmita.subedi@deerwalk.edu.np        ashmita.kunwar@deerwalk.edu.np        sabin.pathak@deerwalk.edu.np        hitesh.karki@deerwalk.edu.np  Event details:   ",1
"Please have ""local news"" as a regular news from upcoming issue onwards.  Thanks Hitesh  > On Dec 9, 2014, at 23:55, Bimal Gaire <bimal.gaire@deerwalk.edu.np> wrote: >  >  > more details \xc2\xbb > DWIT News Weekly Meeting > Please gather at the DWIT Garden at 2:00 P.M sharp. We will be having discussions on the selection of topics for this week\'s issue as well as other various agendas. > When > Wed Dec 10, 2014 2pm    2:50pm Katmandu > Where > DWIT Garden (map) > ",1
"""Hi All,  DeerTalk Season 9 starts from December 12, 2014 and the participants for this season are as follows:  1. Anish Thakuri (2016) 2. Kundan Shumsher Rana (2016) 3. Pankaj K.C (2016) 4. Urusha Puri (2018) 5. Navaraj Kharel (2018) 6. Utkrista K.C. (2018)  Also, the judges selected for the coming session are listed as below: 1. Bidish Acharya (Context and content) 2. Prabina Neupane (Grammar and vocabulary) 3. Arjan Poudel (body language)  For overall, Sushim Sir will be judging as usual.   The program will start exactly at 10:50 AM. Late comers won't be allowed to enter and will be considered as absentees so please be on time.  Thank You, The DeerExpress Club. """,1
"""Hello All, The Hiking Club is organizing partial hike on this Sunday. Interested people please fill up this form. Hiking Destination : Manakamana Deadline: Friday 10 pm Note : Vehicle, fuel and Driver will be managed by college. You need to manage Rs. 500 (Rs. 260 cable car and Rs. 240 for Foods)    I've invited you to fill out the form HIKE TO MANAKAMANA. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1iDlr9JBzm0caUbM8Td11OWLGqK7pz8CeLI7oGc7RRrs/viewform?c=0&w=1&usp=mail_form_link """,1
"'You have been invited to the following event.  Title: Invitation of Documentary Show Hello All,  Please be informed that we are having documentary show today that starts   exactly from 10:40 a.m. in Lhotse Hall.  Regards, Sunil Shrestha When: Thu Dec 11, 2014 10:40am - 12:20pm Katmandu Calendar: Sunil Shrestha Who:        Sunil Shrestha - organizer        bijaya.shrestha@deerwalk.edu.np        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=bWRoMDhrcTNrZmxtMm5uYThiczFqdmt0dTAgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzAjc3VuaWwuc2hyZXN0aGFAZGVlcndhbGsuZWR1Lm5wNzJiODg2MmMxZjUyMDQ2OTJhNDZiNjMzZDJjNzU4NzhiYTQzODJmOA&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'You have been invited to the following event.  Title: DeerExpress Season 9 Session I Hello All, Tomorrow we are having Topic session. The program starts exactly at 10:50 AM. Everybody is requested to be at Lhotse Hall on time. Late comers will be regarded as absentees.  Thank you, Sunil Shrestha The DeerExpress Club. When: Fri Dec 12, 2014 10:50am - 12:20pm Katmandu Calendar: Sunil Shrestha Who:        Sunil Shrestha - organizer        DWIT College Administrators        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=bXJqcWEyMXRxMTBoZXUxczJwcjdxcDZkbjAgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzAjc3VuaWwuc2hyZXN0aGFAZGVlcndhbGsuZWR1Lm5wZDdhMTRkMzZkMzUzNWJkMDAyMzY3YWYzZGM2YzQ3NGJlNDQzMTFjMA&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"""Hello All,  This is your golden chance to visit Manakamana. If you want to grab the opportunity please fill up the form asap. I hope you won't miss the chance.  Thanks,  Sanjeev Budha (Batch 2016)  On Thu, Dec 11, 2014 at 9:11 AM, <sanjeev.budha@deerwalk.edu.np> wrote: > >  If you have trouble viewing or submitting this form, you can fill it out > online: > > https://docs.google.com/a/deerwalk.edu.np/forms/d/1iDlr9JBzm0caUbM8Td11OWLGqK7pz8CeLI7oGc7RRrs/viewform?c=0&w=1&usp=mail_form_link > > HIKE TO MANAKAMANA > Hello All, > > The Hiking Club is organizing partial hike on this Sunday. Interested > people please fill up this form. > Hiking Destination : Manakamana > Deadline: Friday 10 pm > > Note : Vehicle, fuel and Driver will be managed by college. > You need to manage Rs. 500 (Rs. 260 cable car and Rs. 240 for Foods) > >   Required > >     Full Name   >       Roll Number   >       Contact Number   >       Batch   >     2015 2016 2017 2018 >       Never submit passwords through Google Forms. > >  Powered by > [image: Google Forms] > > <https://www.google.com/forms/about/?utm_source=product&utm_medium=forms_logo&utm_campaign=forms> > This form was created inside of Deerwalk Institute of Technology. > Report Abuse > <https://docs.google.com/forms/d/1iDlr9JBzm0caUbM8Td11OWLGqK7pz8CeLI7oGc7RRrs/reportabuse?source=https://docs.google.com/a/deerwalk.edu.np/forms/d/1iDlr9JBzm0caUbM8Td11OWLGqK7pz8CeLI7oGc7RRrs/viewform?sid%3D1e7fc3d9344cd553%26c%3D0%26w%3D1%26token%3DMvaLN0oBAAA.dKb37pkhIaB4djpp4Qu4Jw.iGM9oyNF-9AOZNb9r42lwg> > - Terms of Service <http://www.google.com/accounts/TOS> - Additional Terms > <http://www.google.com/google-d-s/terms.html> > > """,1
"""Hello All,  This mail is in regards to the hike to happen on Sunday(14th Dec 2014). As per Surendra Sir's suggestion, we must not take a ride on cable car to and fro from our destination. This event will be plain hiking.  So the good news is : deduction in charges of hike and the bad news is : no cable  ride plus extra hours of hiking. The participants need to bring only Rs.300 each for the Hike, which will be used for food only,and extra expenses should be bared by the hikers themselves . Please gear up for the hike DeerHikers.  Regards, Sanjeev Budha (Batch 2016) """,1
"'Hello All,  The results of DeerCoders Season-3, Session-2 is out. We would like to congratulate Bhawana Dahal - 2015, for winning the session by scoring 17 out of 20.     Result of DeerCoders Season-3, Session-2    Participants Name     Problem Solving (10)     Code Optimization (6)     Coding Standards (4)    Total (20)   Bhawana Dahal  10  4  3  17  Sagar Giri  10  3  3  16  Sushant Gurung  10  3  3  16  Anil Lama  10  3  2  15  Bidish Acharya  10  4  1  15  Anish Thakuri  10  2  2  14  Sameer Koirala  10  2  2  14  Prabina Neupane  6  4  2  12             Question and Participant Codes of this session are available on Github, please refer this link: https://github.com/softwareclub/DeerCoders The winner code and question is attached with the mail Regards, Sushil Pokhrel The Software Club '",1
"'Hello All,  This is the final hikers list for Hiking to Manakamana.  Batch_015: Shankar Koirala Pratibh Acharya  Batch_016: Sumit Shrestha Sagar Giri Abhishek Gupta Suman Thapa Sanjeev Budha(coordinator) Anju Shahi Asmita Bista Prajjwal Sthapit Ashim Regmi  Batch_018: Arjan Poudel Rohit Bajimaya Sandesh Acharya Manoj Gyawali  Time: 6:45 AM sharp  Amrit Silwal ( college rep)  Venue: DWIT premises  Note : If you want to cancel your name from this list then make sure you do it by tomorrow 4 pm and reason must be valid. If you fail to do so your name will be black listed for next three consecutive hikes.  Regards, Sanjeev Budha (Batch 2016) (The Hiking Club) '",1
