emails,category
"""I've shared an item with you:  Program https://docs.google.com/a/deerwalk.edu.np/document/d/1TQRawLfmP0dLSXtnbaPBHPHVMlyHE870-pd8b3pIkPI/edit?usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  Good evening!  I am sending the order of performances for our DeerUtsav this Thursday. Please take a look. I was thinking, in order to save on time we could do   the fashion show during dinner. This way, the audiences can have something   pleasant to look at while eating.  Performers: Please note the order of your performance and send your   music/song mixes to Suryaraaj Timsina by tomorrow night, indicating your   performance number. Also, if your performance runs more than 4 minutes, please shorten it. This   is going to be a packed night. Morever, plays should not run over 10-12 minutes.  MCs: I suggest that you three meet and discuss the order of the show and   your script. Also, your (MCs) dress code is formal.  Its almost time, you gusy!! ^_^ We are going to have fun. This is going to   be a memorable evening.  Best, Menosh  P.S. Any questions or concerns, feel free to drop me an email.  """,1
"""Hello All, Hiking Club is going to organize cycling event this Saturday , 21 Feb 2015. Participants will have to manage their own bicycle and rest will be managed by college. If you are interested , please fill the form below. Route : Bungmati->Dakshinkali->Pharping->Kirtipur Regards, The Hiking Club          I've invited you to fill out the form Cycling Form. To fill it out, visit: https://docs.google.com/a/deerwalk.edu.np/forms/d/1VrJwIKJOedoDeQQnrCIFTD5DUp690fiStZQL4mqogcI/viewform?c=0&w=1&usp=mail_form_link """,1
"'Hello All,  The deadline for the submission of the form is 19th Feb, Thursday, 5:00 PM.  Regards, The Hiking Club   On Tue, Feb 17, 2015 at 10:29 AM, <hikingclub@deerwalk.edu.np> wrote:  >  If you have trouble viewing or submitting this form, you can fill it out > online > <https://docs.google.com/a/deerwalk.edu.np/forms/d/1VrJwIKJOedoDeQQnrCIFTD5DUp690fiStZQL4mqogcI/viewform?c=0&w=1&usp=mail_form_link>. > > > Cycling Form > Hello All, > Hiking Club is going to organize cycling event this Saturday , 21 Feb > 2015. Participants will have to manage their own bicycle and rest will be > managed by college. If you are interested , please fill the form below. > > Route : Bungmati->Dakshinkali->Pharping->Kirtipur > > Regards, > The Hiking Club > > Your deerwalk.edu.np username will be recorded when you submit this form. >   Required > >     Name   >       Batch   >     - 2015 >       - 2016 >       - 2017 >       - 2018 >      Contact No >        Send me a copy of my responses. >     Never submit passwords through Google Forms. > >  Powered by > [image: Google Forms] > > <https://www.google.com/forms/about/?utm_source=product&utm_medium=forms_logo&utm_campaign=forms> > This form was created inside of Deerwalk Institute of Technology. > Report Abuse > <https://docs.google.com/forms/d/1VrJwIKJOedoDeQQnrCIFTD5DUp690fiStZQL4mqogcI/reportabuse?source=https://docs.google.com/a/deerwalk.edu.np/forms/d/1VrJwIKJOedoDeQQnrCIFTD5DUp690fiStZQL4mqogcI/viewform?sid%3D17e3e3a7c1662fac%26c%3D0%26w%3D1%26token%3DBOsClksBAAA.b87L7cv7PbO1FPzUDaUZBQ.IbKGwWLpTIE1cRxB9-z9RQ> > - Terms of Service <http://www.google.com/accounts/TOS> - Additional Terms > <http://www.google.com/google-d-s/terms.html> > > '",1
"'Hello Everyone,  Tomorrow, we are going to conduct DeerCoders Season-5 Session 3. So, all the participants of DeerCoders  Season 5 are requested to be seated at  Sec-A of 2017  at  5  .00 PM  sharp for DeerCoders Season 5 Session 3.  All the other students are requested to cooperate with us by leaving the class  Sec-A of 2017  at  4:50 PM .  Happy Coding, The Software Club '",1
"'Hi All,  To those who attended the orientation session that took place yesterday - we hope you found it informative, and are now clear as to what you want to  hack  during the hackathon. We wanted to note a mistake we had made in the email that we sent yesterday, just so you do not get confused with the day of the event.  Open Data Day 2015 is taking place on this  Saturday, 21 February .  For detailed information visit: http://opennepal.net/odd2015  Sign up for the event at http://opennepal.net/odd2015 to participate in hackathon or mapathon and know more about it.   Event Details   Date:   Saturday, February 21, 2015  Time:    8:00 AM - 5.30 PM   Entrance Fee :  Free   Location  :  Deerwalk Complex Hall  Thank you, The Software Club '",1
"""Hello Everyone,  Today's Deercoders session has been cancelled because of ongoing preparation of DeerUtsav.  Thanks, The Software Club  On Tue, Feb 17, 2015 at 9:19 PM, Software Club <softwareclub@deerwalk.edu.np > wrote:  > Hello Everyone, > > Tomorrow, we are going to conduct DeerCoders Season-5 Session 3. So, all > the participants of DeerCoders  Season 5 are requested to be seated at  Sec-A > of 2017  at  5  .00 PM  sharp for DeerCoders Season 5 Session 3. > > All the other students are requested to cooperate with us by leaving the > class  Sec-A of 2017  at  4:50 PM . > > Happy Coding, > The Software Club > > """,1
"'Hello All,  DWIT Sports Club is organizing a football event on 22nd February, Sunday. This event is a very important one as we are going to select the official ""11-a-side DWIT Football Team"".    Make sure you will be there to grab the chance of being a part of the official team.        Venue: TIA School, Hattigauda  Time: 9 am - 11 am  Date: 22nd  February, Sunday    Here is the location: http://goo.gl/eBr2D0             All the interested students are requested to be in the ground by 8:45 AM. If you are still unknown about the place than please feel free to contact us. Prajjwal Sthapit (9808342123). Sumit Shrestha (9843586610).   P.S.  Football Boot and Shorts are compulsory.   Sincerely, DWIT Sports Club '",1
"'You have been invited to the following event.  Title: Documentary Show @ Deertalk Hi All,  It is to inform you all that, we will be showing the Documentary show   during the period of Deertalk period. Please be on time and enjoy the   Documentary.  Thanks, Documentary/Movie Club When: Fri Feb 20, 2015 11:15am - 12:40pm Katmandu Where: Lhotse Hall (Big Seminar Hall) Video call:   https://plus.google.com/hangouts/_/deerwalk.edu.np/documentaryclub   <https://plus.google.com/hangouts/_/deerwalk.edu.np/documentaryclub?hceid=ZG9jdW1lbnRhcnljbHViQGRlZXJ3YWxrLmVkdS5ucA.4dqapr5et1a4jlc3tf2baqrni4> Calendar: Documentary Movie Who:        Documentary Movie - organizer        DWIT - Students  Event details:   https://www.google.com/calendar/event?action=VIEW&eid=NGRxYXByNWV0MWE0amxjM3RmMmJhcXJuaTQgX3N0dWRlbnRzQGRlZXJ3YWxrLmVkdS5ucA&tok=MzEjZG9jdW1lbnRhcnljbHViQGRlZXJ3YWxrLmVkdS5ucDFiOWMyYWU4ODI1ODUzYzFiYTFjMGY5ZWY1OGRhMjI2MjE1ZjNkYTU&ctz=Asia/Katmandu&hl=en  Invitation from Google Calendar: https://www.google.com/calendar/  You are receiving this courtesy email at the account   _students@deerwalk.edu.np because you are an attendee of this event.  To stop receiving future updates for this event, decline this event.   Alternatively you can sign up for a Google account at   https://www.google.com/calendar/ and control your notification settings for   your entire calendar. '",1
"'Hello Everyone, Here is the final list of students that are going for cycling tomorrow(Saturday). 1.Anish Thakuri 2.Ashish Bikram Lamichhane 3.Alan Khadka 4.Asmit Ojha 5.Bishal Timalsina 6.Neesha Dhungana 7.Pratik Budhathoki 8.Prajwal Sthapit 9.Raman Maharjan 10.Rojina Shrestha 11.Sharun Sangat 12.Shibesh Duwadi 13.Sajak Baidhya 14.Sagar Giri 15.Suraj Regmi 16.Suman Maharjan  Those who wants to withdraw their names please inform us before 5PM today. The route for cycling is: Bungmati->Dakshinkali->Pharping->Kirtipur  We will be starting the cycling at 7AM from college. So everyone needs to arrive the college before 7AM or you can come to Ekantakuna petrol pump at 7.30.  The Co-ordinators for this cycling are: Amrit Silwal(9801079807 / 9841079807), Rojina Shrestha(9808471443) and Suman Maharjan(9843327834). '",1
"""Hello All, Our Club's main purpose is to help students who seeks help in terms of academics, programming and IT. So, If you want help, you can fill the form and mention the problem that you are facing. We will try our best to help you. Please fill the form only if you will be attending the upcoming Deerchautari session.  https://docs.google.com/a/deerwalk.edu.np/forms/d/1CrN9O3YhLwzbMTkiN3i-EUPoSBop_VmGW9JXc1ndrpM/viewform?usp=send_form Thanks, Deer-Chautari Club """,1
"'Hello All,  The Media Club requests you all to submit all the photos and videos that you have clicked in DeerUtsav 1.0  We would like to make a directory for all the available photos and videos of the event.  Contact Bidish: 9849789069 to know the details.  Sincerely, The Media Club '",1
"""I've shared an item with you:  DEERUTSAV 1.0, 2015 https://drive.google.com/a/deerwalk.edu.np/folderview?id=0ByoWkMUl6qrDVURhRDVpMHFwR2s&usp=sharing  It's not an attachment -- it's stored online. To open this item, just click   the link above.  Hello All,  I have shared some of the Pictures of DEERUTSAV 1.0 19th Feb, 2015, through   the google drive, to see your pictures please go through the link, Thanks, Suryaraj """,1
"""All,  Please browse the Github repository from the URL below and read the instruction on how to submit this assignment. Let me know if you have any questions.  https://github.com/mlamichhane/oop_quiz1  Regards, Milan   On Mon, Feb 16, 2015 at 4:24 PM, Milan Lamichhane < mlamichhane@deerwalk.edu.np> wrote:  > Hi all, > > Please find the attached PDF file with quiz questions that you attempted > today. You need to write C++ program for each problem and mention your > answer in a comment section. > > Have your programs ready and I'll send you a instruction how to submit > them using GitHub. This is a good time to get started with your GitHub > account, if you do not have one. Ask your friends or seniors if you do not > have any idea what is GitHub and how it works. > > Be informed that YOU DON'T NEED TO SUBMIT THIS ASSIGNMENT IN PRINTED FORM. > I'll be providing you some lab assignments in future too that you need to > submit via GitHub. > > Should you have an queries regarding the assignment, please let me know. > > Regards, > Milan >  --    DISCLAIMER: This email message is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized use or disclosure is prohibited. If you are not the intended recipient, please contact the sender by reply email and destroy all copies of the original message. IRS CIRCULAR 230 DISCLOSURE: Any U.S. tax advice contained in this communication (including any attachments) is not intended or written to be used, and cannot be used, for the purpose of (i) avoiding penalties under the Internal Revenue Code or (ii) promoting, marketing or recommending to another party any transaction or matter addressed herein.(FR08-i203d)  """,1
"Hello Asmita,  I have attached my article here. I am confused with the photo. I will look for photo.  Thanks, Ashmita Kunwar  On Sat, Feb 14, 2015 at 9:55 PM, Ashmita Kunwar < ashmita.kunwar@deerwalk.edu.np> wrote:  > haha.. manche baulayesi yestai hunchay , k garches aba. :P > > la aba chai yu ho pakka. > > On Sat, Feb 14, 2015 at 9:14 PM, Asmita Subedi < > asmita.subedi@deerwalk.edu.np> wrote: > >> Hehhehhe. Article xaina Babes. LAngrange ko program xa. LOL! >> >> Chadoo attach garera patha hai :D :D >> >> On Sat, Feb 14, 2015 at 3:29 PM, Ashmita Kunwar < >> ashmita.kunwar@deerwalk.edu.np> wrote: >> >>> Hello Asmita, >>> >>> I have here attached my article, please review it. >>> I will send you picture pachi hai ta. >>> >>> Thanks, >>> Ashmita Kunwar >>> >>> On Sat, Jan 31, 2015 at 8:57 PM, Ashmita Kunwar < >>> ashmita.kunwar@deerwalk.edu.np> wrote: >>> >>>> >>>> http://www.rogerebert.com/reviews/little-miss-sunshine-2006 >>>> >>>> On Sat, Jan 31, 2015 at 8:53 PM, Ashmita Kunwar < >>>> ashmita.kunwar@deerwalk.edu.np> wrote: >>>> >>>>> Hello Asmita, >>>>> >>>>> I have attached the article here. Please review it. The name of the >>>>> movie is "" Little Miss Sunshine"". >>>>> >>>>> Thanks, >>>>> >>>>> >>>>> On Sat, Jan 17, 2015 at 10:48 AM, Ashmita Kunwar < >>>>> ashmita.kunwar@deerwalk.edu.np> wrote: >>>>> >>>>>> hehe ! ashmita  lai pathuchu vaneko siddai reply gareko ta Ruby lai >>>>>> po gayecha . :P >>>>>>  mind nagar hai ta . >>>>>> >>>>>> >>>>>> On Sat, Jan 17, 2015 at 10:47 AM, Ashmita Kunwar < >>>>>> ashmita.kunwar@deerwalk.edu.np> wrote: >>>>>> >>>>>>> >>>>>>> ---------- Forwarded message ---------- >>>>>>> From: Ashmita Kunwar <ashmita.kunwar@deerwalk.edu.np> >>>>>>> Date: Sat, Jan 17, 2015 at 10:41 AM >>>>>>> Subject: Re: Article for editing >>>>>>> To: Ruby Shrestha <Ruby.shrestha@deerwalk.edu.np> >>>>>>> >>>>>>> >>>>>>> Hello Asmita, >>>>>>> >>>>>>> I have attached my article here, please review it. >>>>>>> Photo and title is missing, I will search suitable photo for this >>>>>>> and think for the bold topic, you too can think for the topic. >>>>>>> For now, edit the article. >>>>>>> >>>>>>> Thannks, >>>>>>> Ashmita Kunwar >>>>>>> >>>>>>> >>>>>>> On Mon, Jan 12, 2015 at 8:41 AM, Ashmita Kunwar < >>>>>>> ashmita.kunwar@deerwalk.edu.np> wrote: >>>>>>> >>>>>>>> >>>>>>>> ---------- Forwarded message ---------- >>>>>>>> From: Ashmita Kunwar <ashmita.kunwar@deerwalk.edu.np> >>>>>>>> Date: Mon, Jan 12, 2015 at 4:37 AM >>>>>>>> Subject: Re: Article for editing >>>>>>>> To: asmita.subedi@deerwalk.edu.np >>>>>>>> >>>>>>>> >>>>>>>> Here is the article . Please review it. >>>>>>>> >>>>>>>> Thanks, >>>>>>>> Ashmita Kunwar >>>>>>>> >>>>>>>> On Sun, Dec 21, 2014 at 9:38 PM, Ashmita Kunwar < >>>>>>>> ashmita.kunwar@deerwalk.edu.np> wrote: >>>>>>>> >>>>>>>>> Hi Ashmita, >>>>>>>>> >>>>>>>>>  I have here attached the article . Sorry, could not submit on >>>>>>>>> time. From next I will be on time . >>>>>>>>> >>>>>>>>>  Thanks, >>>>>>>>> Ashmita Kunwar >>>>>>>>> >>>>>>>>> >>>>>>>>> On Sat, Dec 6, 2014 at 1:11 PM, Ashmita Kunwar < >>>>>>>>> ashmita.kunwar@deerwalk.edu.np> wrote: >>>>>>>>> >>>>>>>>>> Hello Asmita, >>>>>>>>>> >>>>>>>>>> I have attached my article here. Please review it. >>>>>>>>>> >>>>>>>>>> Thanks, >>>>>>>>>> Ashmita Kunwar >>>>>>>>>> >>>>>>>>> >>>>>>>>> >>>>>>>> >>>>>>>> >>>>>>> >>>>>>> >>>>>> >>>>> >>>> >>> >> > '",1
"'---------- Forwarded message ---------- From: Menosh Appl (via Google Docs) <menosh.appl@deerwalk.edu.np> Date: Sun, Feb 22, 2015 at 9:50 PM Subject: Ashmita_k_experience while travelling.docx - Invitation to edit To: ruby.shrestha@deerwalk.edu.np Cc: bimal.gaire@deerwalk.edu.np   menosh.appl@deerwalk.edu.np has invited you to  edit  the following document: [image: Document] Ashmita_k_experience while travelling.docx <https://docs.google.com/a/deerwalk.edu.np/document/d/1qSg7hZMkxgaQRmn2Cks109yGig5SCtp2BRqcyI9_fuM/edit?usp=sharing_eid> Open in Docs <https://docs.google.com/a/deerwalk.edu.np/document/d/1qSg7hZMkxgaQRmn2Cks109yGig5SCtp2BRqcyI9_fuM/edit?usp=sharing_eid> Google Docs: Create and edit documents online.[image: Logo for Google Docs] <https://drive.google.com> '",1
"""Hello All,  This is just a reminder. If you haven't submitted the problem please do so by 5 PM today.  Sincerely, The Deer-Chautari Club  On Fri, Feb 20, 2015 at 2:48 PM, Deer Chautari < deerchautariclub@deerwalk.edu.np> wrote:  > Hello All, > Our Club's main purpose is to help students who seeks help in terms of > academics, programming and IT. So, If you want help, you can fill the form > and mention the problem that you are facing. We will try our best to help > you. Please fill the form only if you will be attending the upcoming > Deerchautari session. > > > https://docs.google.com/a/deerwalk.edu.np/forms/d/1CrN9O3YhLwzbMTkiN3i-EUPoSBop_VmGW9JXc1ndrpM/viewform?usp=send_form > Thanks, > Deer-Chautari Club > > """,1
"""Hello All,  You MUST post the articles of your concerned reporters. I hope I will not have to send the same email from the next issue.  Those who do the posting on time, thanks :). Those who don't, please do so from next time!  If you have problem posting, please consult me or Bimal dai.  Regards, Ruby Shrestha """,1
